# R [Bohr],Energy [au],Numerical force[au],-F_QM[au],F_MM[au]
1.118565160601137620e+01 -1.616711040332902201e+02 -1.383994138551602934e-05 -1.383976187032840060e-05 -1.573779010212134403e-22 3.134319069121057576e-23 -1.383976187032834978e-05 -1.573779035924603724e-22 3.134319073067395473e-23
1.110929903532187879e+01 -1.616711051083517532e+02 -1.432369658366178320e-05 -1.432376598381086965e-05 -2.003924290586819074e-22 7.128720681019916646e-23 -1.432376598381082730e-05 -2.003924187114178753e-22 7.128720611835566564e-23
1.103294646463238138e+01 -1.616711062211169860e+02 -1.482811601401261849e-05 -1.482824504822607617e-05 1.342808278877090819e-22 8.896167689619238739e-23 -1.482824504822602365e-05 1.342808277828436775e-22 8.896167692926954064e-23
1.095659389394288219e+01 -1.616711073732322461e+02 -1.535418318908619682e-05 -1.535424048381851662e-05 -3.553511073870374381e-22 -6.556864074278563334e-23 -1.535424048381845224e-05 -3.553510919952794008e-22 -6.556864037053418479e-23
1.088024132325338655e+01 -1.616711085663567076e+02 -1.590295821039597251e-05 -1.590281776167212400e-05 -3.080757549434978703e-22 -9.047048238286501442e-23 -1.590281776167206640e-05 -3.080757405900823460e-22 -9.047048199650334311e-23
1.080388875256388914e+01 -1.616711098022933584e+02 -1.647511132471588178e-05 -1.647512883458498575e-05 -2.147632608267270734e-22 -5.816085015517215495e-23 -1.647512883458494170e-05 -2.147632580876217344e-22 -5.816084968775526985e-23
1.072753618187439173e+01 -1.616711110828249502e+02 -1.707212589710751624e-05 -1.707235461278269604e-05 -2.514602781922688224e-22 9.826650343369883092e-24 -1.707235461278265877e-05 -2.514602720673165280e-22 9.826650729926313242e-24
1.065118361118489432e+01 -1.616711124099729204e+02 -1.769598665741354589e-05 -1.769580144343405387e-05 1.993258976361897757e-23 -1.163298670043545866e-23 -1.769580144343400982e-05 1.993258999984324252e-23 -1.163298697112774088e-23
1.057483104049539691e+01 -1.616711137857846836e+02 -1.834680867524916031e-05 -1.834681844793500149e-05 1.287130951807578060e-22 2.210505973444694414e-22 -1.834681844793493034e-05 1.287130952199195414e-22 2.210505968370842320e-22
1.049847846980589949e+01 -1.616711152123624231e+02 -1.902660608765347134e-05 -1.902681201772908230e-05 5.748118170329929599e-22 1.013168142154602063e-22 -1.902681201772899759e-05 5.748118259850263302e-22 1.013168139916986030e-22
1.042212589911640208e+01 -1.616711166920289031e+02 -1.973725713970799541e-05 -1.973733379469567778e-05 3.580743741418910437e-22 -3.733617651115401899e-23 -1.973733379469559646e-05 3.580743794836464348e-22 -3.733617691403547077e-23
1.034577332842690467e+01 -1.616711182271632481e+02 -2.048015988303338440e-05 -2.047997712788241620e-05 -9.923953522938158926e-24 1.626060320882594623e-22 -2.047997712788234166e-05 -9.923952898457221454e-24 1.626060321329349480e-22
1.026942075773740726e+01 -1.616711198203074673e+02 -2.125641929768892018e-05 -2.125646238655836776e-05 -5.301368295486454998e-24 -3.434118357884854122e-23 -2.125646238655829322e-05 -5.301365635968383466e-24 -3.434118364608650658e-23
1.019306818704790807e+01 -1.616711214740366529e+02 -2.206837600108370209e-05 -2.206857146563974881e-05 -4.900262101173862386e-22 4.425752342079551776e-23 -2.206857146563965394e-05 -4.900262073836606200e-22 4.425752329807979088e-23
1.011671561635841243e+01 -1.616711231912290430e+02 -2.291850180301662970e-05 -2.291825978106493537e-05 7.294968246568281331e-24 4.999429454969185560e-23 -2.291825978106485067e-05 7.294967336225937404e-24 4.999429456668368522e-23
1.004036304566891502e+01 -1.616711249748089188e+02 -2.380770888494185359e-05 -2.380756999950195494e-05 1.888113955695317679e-22 1.757827380535406449e-23 -2.380756999950188379e-05 1.888113855322748894e-22 1.757827415306891104e-23
9.964010474979415832e+00 -1.616711268278472460e+02 -2.473839216521505195e-05 -2.473865160089169506e-05 -1.266415909892032659e-22 1.685443490709489958e-24 -2.473865160089159341e-05 -1.266415912360937315e-22 1.685443662295012896e-24
9.887657904289918420e+00 -1.616711287536250552e+02 -2.571395785334291970e-05 -2.571380495583044175e-05 -2.350463723743002392e-22 -5.230352639566166431e-24 -2.571380495583035027e-05 -2.350463717631698950e-22 -5.230353556306563745e-24
9.811305333600422784e+00 -1.616711307556802524e+02 -2.673574630328220134e-05 -2.673552788255267651e-05 3.465605915692577655e-22 -1.244582339848733308e-22 -2.673552788255256131e-05 3.465605926610615735e-22 -1.244582338688640049e-22
9.734952762910923596e+00 -1.616711328375514825e+02 -2.780606360690439905e-05 -2.780637387948280801e-05 2.346168294911833590e-22 1.124227947404912958e-23 -2.780637387948269959e-05 2.346168395248938416e-22 1.124227922324977353e-23
9.658600192221426184e+00 -1.616711350031429504e+02 -2.892893771257512491e-05 -2.892914316222474770e-05 4.871528982954065812e-23 -3.778752191070551576e-23 -2.892914316222466300e-05 4.871529177611929513e-23 -3.778752185466656149e-23
9.582247621531930548e+00 -1.616711372565535214e+02 -3.010705868081306878e-05 -3.010680451245598553e-05 -2.890542489066018783e-22 -1.613560493257119820e-23 -3.010680451245594148e-05 -2.890542506204301359e-22 -1.613560511383386708e-23
