# R [Bohr],Energy [au],Numerical force[au],-F_QM[au],F_MM[au]
1.851741679850186273e+01 -1.287820265143367351e+02 -3.603738004265259128e-08 3.603811274216082940e-08 -7.542759289005937000e-09 3.944304526105059027e-31 1.154767245030444295e-10 -2.121630403469906003e-10 0.000000000000000000e+00
1.832749457492748490e+01 -1.287820265214210167e+02 -3.859892545405465801e-08 3.859822029807950666e-08 -8.154516617229401882e-09 -1.972152263052529514e-30 1.164224125047063381e-10 -2.161034069589716262e-10 0.000000000000000000e+00
1.813757235135310708e+01 -1.287820265290115458e+02 -4.136900703013446464e-08 4.136885307572261551e-08 -8.814887790160563022e-09 -1.479114197289397135e-30 1.174092173773517485e-10 -2.202219466741601499e-10 0.000000000000000000e+00
1.794765012777872926e+01 -1.287820265371492496e+02 -4.436615321286484648e-08 4.436714995695065326e-08 -9.541669559097107441e-09 3.944304526105059027e-31 1.183411997619207176e-10 -2.243267807747583174e-10 0.000000000000000000e+00
1.775772790420435143e+01 -1.287820265458797167e+02 -4.761542089070883939e-08 4.761536887384427111e-08 -1.033582131781073217e-08 1.183291357831517708e-30 1.192594765269433811e-10 -2.284932901867852180e-10 0.000000000000000000e+00
1.756780568062997361e+01 -1.287820265552529690e+02 -5.113646087466339012e-08 5.113613095761719192e-08 -1.121034284971066056e-08 5.423418723394456162e-31 1.201366364271589714e-10 -2.326597996087115577e-10 0.000000000000000000e+00
1.737788345705559223e+01 -1.287820265653225817e+02 -5.495679926504454267e-08 5.495690227727378905e-08 -1.216371968374284263e-08 3.944304526105059027e-31 1.210206491424816205e-10 -2.369359540235088755e-10 0.000000000000000000e+00
1.718796123348121441e+01 -1.287820265761488372e+02 -5.910581407105810375e-08 5.910553265945498947e-08 -1.321082242092303690e-08 7.888609052210118054e-31 1.218841034276696636e-10 -2.412669309412316641e-10 0.000000000000000000e+00
1.699803900990683658e+01 -1.287820265877963379e+02 -6.361316389416590794e-08 6.361418234937619742e-08 -1.435918915413178831e-08 2.046107972916999370e-30 1.227269992831547080e-10 -2.456595831745986791e-10 0.000000000000000000e+00
1.680811678633245876e+01 -1.287820266003369909e+02 -6.851612073904328886e-08 6.851643012447333222e-08 -1.562784328822890627e-08 -1.380506584136770659e-30 1.235287782750653332e-10 -2.500453826109813094e-10 0.000000000000000000e+00
1.661819456275808093e+01 -1.287820266138493253e+02 -7.385270485638160150e-08 7.385257737047278938e-08 -1.702380210261242718e-08 -3.549874073494553124e-30 1.242962932151677967e-10 -2.544791517428912869e-10 0.000000000000000000e+00
