# R [Bohr],Energy [au],Numerical force[au],Analytical force[au]
4.000000000000000083e-03 -1.883050618964482794e+02 -7.862968858120665148e-04 -7.861715928074564487e-04
3.499999999999999639e-03 -1.883050687733827999e+02 -6.701451978463334206e-04 -6.701413570179197508e-04
3.000000000000000062e-03 -1.883050745815266964e+02 -5.604179685986954021e-04 -5.611684047320239553e-04
2.500000000000000052e-03 -1.883050793861145280e+02 -4.582289197757259919e-04 -4.582589013969888591e-04
1.999999999999999608e-03 -1.883050832561136474e+02 -3.607296137793451199e-04 -3.604327860488209167e-04
1.499999999999999598e-03 -1.883050862144486644e+02 -2.667256350821830689e-04 -2.666565918376058767e-04
9.999999999999998040e-04 -1.883050883073891839e+02 -1.764801848604364654e-04 -1.759412034970593878e-04
4.999999999999999020e-04 -1.883050895540147849e+02 -8.743692290055431291e-05 -8.726860333415813805e-05
0.000000000000000000e+00 -1.883050899626897490e+02 6.548957455093018444e-07 3.866674213282012550e-07
-5.000000000000004441e-04 -1.883050895429430796e+02 8.815598769799725494e-05 8.805143970127537740e-05
-1.000000000000000888e-03 -1.883050882930700425e+02 1.769809631708068947e-04 1.767176513092780037e-04
-1.500000000000000248e-03 -1.883050861924975834e+02 2.676050104605591463e-04 2.674373213963188276e-04
-2.000000000000000909e-03 -1.883050832258586524e+02 3.617017829438041619e-04 3.612022524573622276e-04
-2.500000000000000052e-03 -1.883050793472627618e+02 4.585973369378829089e-04 4.590381728674566147e-04
-3.000000000000000496e-03 -1.883050745422299030e+02 5.611207383651226456e-04 5.619444732548226854e-04
-3.500000000000000940e-03 -1.883050687208696274e+02 6.713587618916616769e-04 6.709152731048708676e-04
-4.000000000000000083e-03 -1.883050618365848550e+02 7.869426040757868980e-04 7.869510019230989764e-04
